InvoiceDate,Description,UnitPrice
2025-12-05 23:30:06,KitchenAid Stand Mixer,43797.63
2026-01-07 23:30:06,Fossil Gen 6 Smartwatch,24459.7
2025-12-29 23:30:06,Jump Rope Speed,41265.88
2026-02-02 23:30:06,Keurig K-Elite Coffee Maker,40446.88
2026-01-17 23:30:06,Atomic Habits Hardcover Book,79702.66
2025-10-12 23:30:06,Yoga Mat Premium Non-Slip,35162.03
2025-09-28 23:30:06,Kindle Paperwhite E-reader,27714.7
2026-01-30 23:30:06,Adidas Ultraboost 22 Sneakers,78801.27
2025-12-26 23:30:06,Gym Gloves Training,21206.34
2025-09-15 23:30:06,Fitbit Charge 5 Tracker,68341.21
2025-12-20 23:30:06,Puma Running T-Shirt,84386.97
2026-01-10 23:30:06,Staedtler Pencil Set,27549.97
2025-10-11 23:30:06,Nike Air Max 270 Running Shoes,1830.15
2025-12-19 23:30:06,Apple iPhone 15 Pro Max 256GB,79109.35
2025-12-20 23:30:06,Levi's 501 Original Jeans,17535.7
2025-10-05 23:30:06,Herschel Supply Co Backpack,12557.22
2025-11-16 23:30:06,Keurig K-Elite Coffee Maker,43418.33
2025-09-23 23:30:06,Levi's 501 Original Jeans,15470.38
2025-11-19 23:30:06,Apple Watch Series 9,7850.57
2025-09-02 23:30:06,Sony WH-1000XM5 Wireless Headphones,16060.28
2025-10-17 23:30:06,Dell XPS 15 Laptop,56000.75
2025-09-07 23:30:06,Atomic Habits Hardcover Book,78894.37
2025-10-29 23:30:06,HP DeskJet Printer,27800.48
2026-01-17 23:30:06,Parker Jotter Ballpoint Pen,62386.64
2026-01-24 23:30:06,Sony WH-1000XM5 Wireless Headphones,17944.33
2026-02-05 23:30:06,Dumbbells Set 20kg,26414.54
2026-02-06 23:30:06,Fossil Gen 6 Smartwatch,25444.22
2025-08-21 23:30:06,Under Armour Sports Backpack,69339.01
2025-11-05 23:30:06,Apple Watch Series 9,7687.13
2025-12-20 23:30:06,Yoga Mat Premium Non-Slip,37441.31
2025-11-27 23:30:06,LG Washing Machine Front Load,45116.9
2025-10-02 23:30:06,Samsung Smart Refrigerator,70619.97
2025-09-21 23:30:06,Levi's 501 Original Jeans,16093.41
2025-09-19 23:30:06,Jump Rope Speed,39325.69
2025-10-03 23:30:06,Foam Roller Massage,43198.85
2025-11-10 23:30:06,Ninja Professional Blender,14086.1
2025-09-16 23:30:06,Levi's 501 Original Jeans,14882.89
2025-10-12 23:30:06,Ray-Ban Aviator Sunglasses,61977.76
2025-12-06 23:30:06,Running Water Bottle,29320.8
2025-12-30 23:30:06,Ninja Professional Blender,11711.78
2025-12-06 23:30:06,Staedtler Pencil Set,27999.85
2025-09-15 23:30:06,Kindle Paperwhite E-reader,27323.1
2025-10-01 23:30:06,Staedtler Pencil Set,32043.26
2025-10-05 23:30:06,Sapiens: A Brief History,68251.58
2025-09-09 23:30:06,Herschel Supply Co Backpack,11937.3
2026-01-21 23:30:06,Puma Running T-Shirt,90265.03
2025-11-30 23:30:06,Jump Rope Speed,38992.16
2025-08-30 23:30:06,Instant Pot Duo Plus 9-in-1,37840.76
2025-12-11 23:30:06,Protein Powder Whey 2kg,69511.58
2025-09-27 23:30:06,iPad Pro 12.9 inch M2 Chip,70772.72
2025-12-24 23:30:06,MacBook Air M2 13 inch,51332.03
2025-12-17 23:30:06,Philips Air Fryer XXL,49035.46
2025-11-05 23:30:06,Under Armour Sports Backpack,65654.2
2026-02-09 23:30:06,Moleskine Classic Notebook,38798.38
2025-12-17 23:30:06,Dumbbells Set 20kg,29245.02
2025-12-14 23:30:06,MacBook Air M2 13 inch,51359.19
2025-12-06 23:30:06,Apple Watch Series 9,7642.13
2026-01-07 23:30:06,Protein Powder Whey 2kg,63982.69
2025-09-25 23:30:06,Adidas Ultraboost 22 Sneakers,71049.02
2025-10-24 23:30:06,Timex Weekender Watch,35883.71
2026-01-20 23:30:06,Dumbbells Set 20kg,29610.72
2025-11-05 23:30:06,MacBook Air M2 13 inch,51477.17
2025-12-13 23:30:06,The Psychology of Money,45933.82
2025-09-06 23:30:06,Samsung Galaxy S24 Ultra 5G,64917.4
2025-12-23 23:30:06,Philips Air Fryer XXL,48594.08
2025-12-22 23:30:06,Samsung Galaxy S24 Ultra 5G,58583.82
2026-01-12 23:30:06,Protein Powder Whey 2kg,61623.83
2025-12-11 23:30:06,Yoga Mat Premium Non-Slip,36212.99
2025-11-22 23:30:06,The North Face Jacket,18855.45
2026-01-07 23:30:06,Yoga Mat Premium Non-Slip,38066.09
2025-09-25 23:30:06,Staedtler Pencil Set,33522.94
2025-11-20 23:30:06,Ray-Ban Aviator Sunglasses,64134.79
2025-12-09 23:30:06,Wacom Drawing Tablet,36876.95
2025-08-27 23:30:06,Yoga Mat Premium Non-Slip,34828.81
2025-09-27 23:30:06,Herschel Supply Co Backpack,11815.05
2025-12-10 23:30:06,Philips Air Fryer XXL,50141.29
2025-09-07 23:30:06,Atomic Habits Hardcover Book,78894.37
2025-11-02 23:30:06,Cuisinart Food Processor,12688.45
2025-11-23 23:30:06,Atomic Habits Hardcover Book,78152.44
2026-01-26 23:30:06,Fitbit Charge 5 Tracker,77906.56
2025-12-07 23:30:06,The North Face Jacket,17279.12
2025-10-18 23:30:06,Sony WH-1000XM5 Wireless Headphones,16738.6
2026-01-17 23:30:06,Puma Running T-Shirt,84436.03
2025-09-11 23:30:06,Herschel Supply Co Backpack,11724.47
2025-10-03 23:30:06,Canon EOS R6 Camera,70517.12
2025-10-23 23:30:06,Foam Roller Massage,43457.81
2025-11-20 23:30:06,Staedtler Pencil Set,28681.15
2025-08-20 23:30:06,Philips Air Fryer XXL,44037.69
2025-10-14 23:30:06,Yoga Mat Premium Non-Slip,35977.16
2025-11-28 23:30:06,Instant Pot Duo Plus 9-in-1,36060.71
2026-01-21 23:30:06,The Psychology of Money,49090.55
2025-08-22 23:30:06,Philips Air Fryer XXL,42723.52
2025-11-05 23:30:06,Moleskine Classic Notebook,35746.44
2026-01-04 23:30:06,Herschel Supply Co Backpack,13752.66
2025-12-26 23:30:06,Fossil Gen 6 Smartwatch,24720.78
2025-08-24 23:30:06,Logitech MX Master 3S Mouse,22202.24
2025-11-15 23:30:06,Roomba i7+ Robot Vacuum,56526.67
2025-10-19 23:30:06,MacBook Air M2 13 inch,55223.89
2025-11-18 23:30:06,Under Armour Sports Backpack,66693.12
2026-01-04 23:30:06,Dyson V15 Detect Vacuum,48081.65
2025-09-21 23:30:06,Sony WH-1000XM5 Wireless Headphones,16701.87
2025-08-22 23:30:06,HP DeskJet Printer,24285.78
2025-12-19 23:30:06,KitchenAid Stand Mixer,45249.47
2026-01-23 23:30:06,Samsung Galaxy S24 Ultra 5G,59119.19
2026-01-25 23:30:06,Gym Gloves Training,19816.25
2025-09-06 23:30:06,Staedtler Pencil Set,32292.53
2025-11-02 23:30:06,Nike Air Max 270 Running Shoes,1786.2
2025-10-10 23:30:06,HP DeskJet Printer,27752.09
2025-09-29 23:30:06,Resistance Bands Set,2307.11
2026-01-05 23:30:06,MacBook Air M2 13 inch,46976.46
2025-09-29 23:30:06,Logitech MX Master 3S Mouse,24680.89
2025-11-09 23:30:06,Atomic Habits Hardcover Book,75704.55
2026-01-25 23:30:06,The Psychology of Money,47230.16
2025-08-29 23:30:06,HP DeskJet Printer,25155.02
2025-11-29 23:30:06,iPad Pro 12.9 inch M2 Chip,65475.88
2025-08-24 23:30:06,Atomic Habits Hardcover Book,73861.65
2025-12-09 23:30:06,Dell XPS 15 Laptop,46673.49
2025-09-26 23:30:06,Bose QuietComfort Earbuds II,35680.73
2025-12-10 23:30:06,Moleskine Classic Notebook,37267.73
2026-02-05 23:30:06,MacBook Air M2 13 inch,45579.05
2025-10-23 23:30:06,Leuchtturm1917 Bullet Journal,56136.07
2025-12-07 23:30:06,Canon EOS R6 Camera,71680.71
2025-10-04 23:30:06,Apple Watch Series 9,7978.73
2025-11-01 23:30:06,Gym Gloves Training,20184.13
2025-10-19 23:30:06,Philips Air Fryer XXL,47500.47
2026-02-02 23:30:06,Jump Rope Speed,45002.87
2025-11-01 23:30:06,The Psychology of Money,48926.55
2025-08-31 23:30:06,Roomba i7+ Robot Vacuum,53228.84
2025-09-24 23:30:06,Canon EOS R6 Camera,69344.58
2026-01-04 23:30:06,Philips Air Fryer XXL,48583.11
2025-10-18 23:30:06,Foam Roller Massage,45068.95
2026-01-30 23:30:06,Timex Weekender Watch,33212.56
2026-01-22 23:30:06,Leuchtturm1917 Bullet Journal,54585.53
2025-11-26 23:30:06,MacBook Air M2 13 inch,49335.13
2026-01-13 23:30:06,Moleskine Classic Notebook,38288.77
2026-02-05 23:30:06,Philips Air Fryer XXL,52471.67
2025-08-22 23:30:06,LG Washing Machine Front Load,47353.2
2025-11-05 23:30:06,Under Armour Sports Backpack,65654.2
2025-10-01 23:30:06,Logitech MX Master 3S Mouse,23590.88
2025-10-02 23:30:06,Leuchtturm1917 Bullet Journal,54267.92
2025-09-26 23:30:06,Jump Rope Speed,39466.79
2025-11-12 23:30:06,Dyson V15 Detect Vacuum,56518.82
2025-12-01 23:30:06,Cuisinart Food Processor,11732.35
2025-08-23 23:30:06,Moleskine Classic Notebook,33917.71
2026-01-30 23:30:06,iPad Pro 12.9 inch M2 Chip,62753.17
2026-01-06 23:30:06,Bose QuietComfort Earbuds II,28602.64
2025-09-12 23:30:06,Instant Pot Duo Plus 9-in-1,39176.12
2025-09-07 23:30:06,MacBook Air M2 13 inch,57367.35
2025-09-10 23:30:06,Dyson V15 Detect Vacuum,57936.41
2026-01-27 23:30:06,MacBook Air M2 13 inch,46240.36
2025-08-14 23:30:06,Timex Weekender Watch,33951.82
2026-01-12 23:30:06,Samsung Smart Refrigerator,59558.71
2025-10-27 23:30:06,Resistance Bands Set,2336.77
2025-08-20 23:30:06,Protein Powder Whey 2kg,74863.3
2025-12-27 23:30:06,Leuchtturm1917 Bullet Journal,52837.07
2025-10-02 23:30:06,Jump Rope Speed,38063.29
2026-01-08 23:30:06,Parker Jotter Ballpoint Pen,65881.01
2025-09-04 23:30:06,Canon EOS R6 Camera,70412.44
2026-01-30 23:30:06,Cuisinart Food Processor,11552.06
2025-11-29 23:30:06,Sony WH-1000XM5 Wireless Headphones,17776.89
2025-12-28 23:30:06,Puma Running T-Shirt,81714.74
2025-12-26 23:30:06,Cuisinart Food Processor,11276.88
2025-11-29 23:30:06,Atomic Habits Hardcover Book,75217.36
2025-12-12 23:30:06,MacBook Air M2 13 inch,49444.53
2025-10-04 23:30:06,HP DeskJet Printer,27738.13
2025-12-22 23:30:06,Kindle Paperwhite E-reader,28319.01
2025-12-21 23:30:06,Gym Gloves Training,20664.72
2026-02-07 23:30:06,Staedtler Pencil Set,29123.25
2025-11-15 23:30:06,Sony WH-1000XM5 Wireless Headphones,15983.2
2025-09-11 23:30:06,Samsung Galaxy S24 Ultra 5G,65804.81
2025-10-28 23:30:06,Fitbit Charge 5 Tracker,71510.83
2025-08-28 23:30:06,Gym Gloves Training,18832.87
2025-11-22 23:30:06,Keurig K-Elite Coffee Maker,40092.06
2025-12-21 23:30:06,Philips Air Fryer XXL,51147.32
2025-08-22 23:30:06,Canon EOS R6 Camera,72823.18
2025-11-08 23:30:06,Yoga Mat Premium Non-Slip,36537.98
2025-12-02 23:30:06,Wacom Drawing Tablet,38771.48
2025-09-25 23:30:06,iPad Pro 12.9 inch M2 Chip,74183.75
2026-01-30 23:30:06,The Psychology of Money,50596.34
2025-08-15 23:30:06,Under Armour Sports Backpack,71502.37
2025-10-05 23:30:06,Foam Roller Massage,46302.46
2025-11-19 23:30:06,Instant Pot Duo Plus 9-in-1,35680.27
2025-08-17 23:30:06,KitchenAid Stand Mixer,45875.4
2025-12-30 23:30:06,Parker Jotter Ballpoint Pen,66461.11
2025-09-23 23:30:06,Instant Pot Duo Plus 9-in-1,36878.68
2025-12-11 23:30:06,Philips Air Fryer XXL,51025.15
2025-12-02 23:30:06,Instant Pot Duo Plus 9-in-1,37404.18
2025-10-10 23:30:06,MacBook Air M2 13 inch,52660.18
2025-09-17 23:30:06,Keurig K-Elite Coffee Maker,41170.38
2025-09-25 23:30:06,Samsung Smart Refrigerator,68996.21
2025-10-28 23:30:06,Dyson V15 Detect Vacuum,58608.1
2025-09-14 23:30:06,The North Face Jacket,20303.11
2025-08-27 23:30:06,KitchenAid Stand Mixer,49969.29
2026-01-05 23:30:06,Herschel Supply Co Backpack,13500.76
2025-09-09 23:30:06,Samsung Smart Refrigerator,66169.65
2025-10-06 23:30:06,Foam Roller Massage,43707.82
2025-12-05 23:30:06,Instant Pot Duo Plus 9-in-1,34382.69
2025-11-21 23:30:06,Logitech MX Master 3S Mouse,20482.94
2025-12-16 23:30:06,Nike Air Max 270 Running Shoes,1704.18
2025-11-08 23:30:06,The Psychology of Money,48990.99
2026-01-10 23:30:06,KitchenAid Stand Mixer,42613.18
2025-08-25 23:30:06,Samsung Galaxy S24 Ultra 5G,67286.93
2026-01-24 23:30:06,Sapiens: A Brief History,57700.89
2025-12-05 23:30:06,Samsung Galaxy S24 Ultra 5G,62349.53
2025-11-15 23:30:06,Jump Rope Speed,41656.82
2025-09-05 23:30:06,MacBook Air M2 13 inch,56952.33
2025-08-19 23:30:06,Samsung Smart Refrigerator,62456.4
2025-12-06 23:30:06,Wacom Drawing Tablet,37929.06
2025-11-08 23:30:06,Staedtler Pencil Set,29833.45
2025-09-12 23:30:06,Timex Weekender Watch,37379.52
2025-11-22 23:30:06,Sony WH-1000XM5 Wireless Headphones,17418.4
2025-12-11 23:30:06,Leuchtturm1917 Bullet Journal,58152.24
2025-09-11 23:30:06,HP DeskJet Printer,25132.36
2025-08-26 23:30:06,Dell XPS 15 Laptop,49704.04
2025-11-28 23:30:06,Staedtler Pencil Set,29341.6
2025-09-22 23:30:06,Ninja Professional Blender,15626.58
2025-08-31 23:30:06,Atomic Habits Hardcover Book,75032.89
2025-11-06 23:30:06,Fossil Gen 6 Smartwatch,23436.56
2025-12-19 23:30:06,Wacom Drawing Tablet,37546.11
2025-09-17 23:30:06,Keurig K-Elite Coffee Maker,41170.38
2025-09-13 23:30:06,Instant Pot Duo Plus 9-in-1,39224.6
2025-10-20 23:30:06,Levi's 501 Original Jeans,15591.09
2025-09-23 23:30:06,Fitbit Charge 5 Tracker,68133.87
2025-08-14 23:30:06,Wacom Drawing Tablet,36602.17
2025-09-22 23:30:06,Levi's 501 Original Jeans,15606.31
2025-11-30 23:30:06,Dumbbells Set 20kg,30851.78
2025-11-08 23:30:06,Nike Air Max 270 Running Shoes,1759.12
2025-09-20 23:30:06,Ninja Professional Blender,15186.42
2025-10-08 23:30:06,Dell XPS 15 Laptop,52527.78
2026-01-28 23:30:06,Fossil Gen 6 Smartwatch,25832.55
2025-11-06 23:30:06,Instant Pot Duo Plus 9-in-1,36834.08
2025-09-05 23:30:06,Bose QuietComfort Earbuds II,34152.04
2026-01-17 23:30:06,Leuchtturm1917 Bullet Journal,56933.31
2025-12-18 23:30:06,The North Face Jacket,17670.63
2025-11-14 23:30:06,Roomba i7+ Robot Vacuum,58362.29
2025-10-14 23:30:06,Adidas Ultraboost 22 Sneakers,69456.94
2025-08-30 23:30:06,Under Armour Sports Backpack,72917.46
2025-12-16 23:30:06,Kindle Paperwhite E-reader,26499.23
2026-01-12 23:30:06,Fossil Gen 6 Smartwatch,24583.88
2025-11-10 23:30:06,Apple Watch Series 9,7461.25
2025-08-24 23:30:06,Fitbit Charge 5 Tracker,63999.69
2025-08-17 23:30:06,Herschel Supply Co Backpack,11654.66
2025-11-17 23:30:06,Staedtler Pencil Set,27942.05
2025-12-21 23:30:06,Instant Pot Duo Plus 9-in-1,35233.13
2025-11-16 23:30:06,Moleskine Classic Notebook,34734.29
2026-02-06 23:30:06,The North Face Jacket,16376.1
2025-08-29 23:30:06,HP DeskJet Printer,25155.02
2025-11-06 23:30:06,Atomic Habits Hardcover Book,77844.68
2026-01-05 23:30:06,Staedtler Pencil Set,26354.05
2026-01-24 23:30:06,Logitech MX Master 3S Mouse,20067.84
2025-12-24 23:30:06,Atomic Habits Hardcover Book,77744.26
2025-12-05 23:30:06,LG Washing Machine Front Load,44560.03
2025-08-17 23:30:06,Parker Jotter Ballpoint Pen,76527.22
2026-02-03 23:30:06,Leuchtturm1917 Bullet Journal,53010.93
2025-10-30 23:30:06,Leuchtturm1917 Bullet Journal,58116.13
2025-12-28 23:30:06,HP DeskJet Printer,29100.27
2026-01-15 23:30:06,Puma Running T-Shirt,82729.95
2025-09-15 23:30:06,Nike Air Max 270 Running Shoes,1921.16
2025-08-21 23:30:06,KitchenAid Stand Mixer,49284.4
2025-11-21 23:30:06,Ninja Professional Blender,12901.19
2025-11-24 23:30:06,KitchenAid Stand Mixer,48246.97
2025-10-20 23:30:06,Running Water Bottle,34182.76
2025-09-13 23:30:06,Jump Rope Speed,37787.49
2026-01-13 23:30:06,Nike Air Max 270 Running Shoes,1573.54
2025-09-26 23:30:06,Dell XPS 15 Laptop,52200.42
2025-10-27 23:30:06,Cuisinart Food Processor,12401.58
2025-11-12 23:30:06,Roomba i7+ Robot Vacuum,56793.42
2025-10-06 23:30:06,Running Water Bottle,34427.44
2025-09-08 23:30:06,Samsung Galaxy S24 Ultra 5G,70356.27
2025-12-04 23:30:06,Running Water Bottle,31788.51
2025-11-12 23:30:06,Parker Jotter Ballpoint Pen,68826.14
2025-08-20 23:30:06,Herschel Supply Co Backpack,12301.81
2025-08-17 23:30:06,Dumbbells Set 20kg,35079.17
2026-01-01 23:30:06,Herschel Supply Co Backpack,14037.14
2025-09-04 23:30:06,HP DeskJet Printer,25005.99
2025-08-28 23:30:06,Dumbbells Set 20kg,33624.63
2025-11-12 23:30:06,Philips Air Fryer XXL,47104.35
2025-10-29 23:30:06,Parker Jotter Ballpoint Pen,70454.58
2025-10-21 23:30:06,The Psychology of Money,46034.38
2025-09-28 23:30:06,Atomic Habits Hardcover Book,79854.51
2026-01-28 23:30:06,Dell XPS 15 Laptop,48158.38
2025-09-30 23:30:06,Nike Air Max 270 Running Shoes,1852.47
2025-11-14 23:30:06,Samsung Smart Refrigerator,62041.03
2025-12-18 23:30:06,Timex Weekender Watch,30125.17
2025-09-23 23:30:06,Dell XPS 15 Laptop,54140.81
2025-12-04 23:30:06,Instant Pot Duo Plus 9-in-1,37382.32
2025-11-07 23:30:06,Atomic Habits Hardcover Book,79741.78
2026-02-06 23:30:06,Under Armour Sports Backpack,57639.77
2025-12-23 23:30:06,Running Water Bottle,28884.85
2026-02-08 23:30:06,Fitbit Charge 5 Tracker,80209.02
2025-10-21 23:30:06,Canon EOS R6 Camera,73356.76
2025-09-01 23:30:06,HP DeskJet Printer,26506.61
2025-10-25 23:30:06,Samsung Smart Refrigerator,67928.7
2025-11-30 23:30:06,Resistance Bands Set,2408.07
2025-09-05 23:30:06,Levi's 501 Original Jeans,14965.62
2025-10-10 23:30:06,Wacom Drawing Tablet,39345.24
2025-08-19 23:30:06,Ninja Professional Blender,13677.8
2025-09-17 23:30:06,Atomic Habits Hardcover Book,75402.18
2025-09-15 23:30:06,Keurig K-Elite Coffee Maker,39814.36
2026-01-31 23:30:06,Ray-Ban Aviator Sunglasses,59523.98
2025-10-08 23:30:06,Wacom Drawing Tablet,37802.45
2025-11-19 23:30:06,Dumbbells Set 20kg,31147.5
2025-11-16 23:30:06,Levi's 501 Original Jeans,17029.22
2025-10-19 23:30:06,Sapiens: A Brief History,69798.47
2026-01-16 23:30:06,Atomic Habits Hardcover Book,79893.38
2025-11-25 23:30:06,Roomba i7+ Robot Vacuum,56356.45
2025-12-23 23:30:06,Samsung Smart Refrigerator,59667.33
2025-10-27 23:30:06,Sony WH-1000XM5 Wireless Headphones,16179.73
2026-01-22 23:30:06,Apple Watch Series 9,7342.67
2026-01-25 23:30:06,Keurig K-Elite Coffee Maker,42249.64
2025-12-27 23:30:06,Samsung Galaxy S24 Ultra 5G,62739.07
2026-01-07 23:30:06,Instant Pot Duo Plus 9-in-1,35041.73
2025-10-18 23:30:06,Puma Running T-Shirt,78479.13
2025-09-20 23:30:06,Protein Powder Whey 2kg,70784.66
2026-01-06 23:30:06,Moleskine Classic Notebook,35156.67
2025-11-26 23:30:06,LG Washing Machine Front Load,43455.06
2025-09-22 23:30:06,Foam Roller Massage,43822.6
2025-11-13 23:30:06,Herschel Supply Co Backpack,13422.44
2025-11-10 23:30:06,Atomic Habits Hardcover Book,77204.31
2026-01-05 23:30:06,Ninja Professional Blender,12792.68
2025-11-14 23:30:06,The North Face Jacket,18769.34
2025-12-04 23:30:06,HP DeskJet Printer,29229.81
2025-11-25 23:30:06,Gym Gloves Training,20275.43
2026-01-05 23:30:06,Ray-Ban Aviator Sunglasses,58824.66
2025-11-02 23:30:06,Canon EOS R6 Camera,72946.48
2025-11-21 23:30:06,Bose QuietComfort Earbuds II,31131.12
2025-10-16 23:30:06,Dell XPS 15 Laptop,51508.52
2025-09-07 23:30:06,Staedtler Pencil Set,30333.4
2025-11-02 23:30:06,Cuisinart Food Processor,12688.45
2025-12-22 23:30:06,Bose QuietComfort Earbuds II,29947.94
2025-10-30 23:30:06,Herschel Supply Co Backpack,12188.47
2025-10-16 23:30:06,Fossil Gen 6 Smartwatch,23102.12
2025-08-22 23:30:06,Dyson V15 Detect Vacuum,57638.62
2025-12-04 23:30:06,Roomba i7+ Robot Vacuum,59830.35
2026-02-05 23:30:06,Parker Jotter Ballpoint Pen,61042.71
2026-01-26 23:30:06,MacBook Air M2 13 inch,44999.56
2025-10-03 23:30:06,Samsung Galaxy S24 Ultra 5G,64883.27
2025-11-15 23:30:06,Dyson V15 Detect Vacuum,54647.89
2025-12-22 23:30:06,Timex Weekender Watch,30808.46
2025-10-28 23:30:06,The North Face Jacket,18581.43
2025-12-25 23:30:06,Jump Rope Speed,43048.48
2025-10-14 23:30:06,Nike Air Max 270 Running Shoes,1848.45
2025-10-27 23:30:06,The North Face Jacket,19269.01
2025-09-14 23:30:06,Nike Air Max 270 Running Shoes,1771.14
2025-12-22 23:30:06,Timex Weekender Watch,30808.46
2025-10-08 23:30:06,iPad Pro 12.9 inch M2 Chip,73970.8
2025-09-04 23:30:06,Adidas Ultraboost 22 Sneakers,63987.07
2025-08-21 23:30:06,Samsung Smart Refrigerator,65259.61
2025-11-01 23:30:06,Sony WH-1000XM5 Wireless Headphones,16129.56
2025-10-09 23:30:06,Gym Gloves Training,18129.84
2025-09-20 23:30:06,The North Face Jacket,19646.36
2025-11-13 23:30:06,Staedtler Pencil Set,29492.34
2026-01-06 23:30:06,Keurig K-Elite Coffee Maker,40785.37
2025-12-13 23:30:06,Atomic Habits Hardcover Book,74594.75
2025-09-02 23:30:06,Boxing Gloves Professional,3586.37
2025-12-04 23:30:06,Running Water Bottle,31788.51
2025-10-17 23:30:06,KitchenAid Stand Mixer,51541.37
2025-09-10 23:30:06,Herschel Supply Co Backpack,11677.56
2025-08-23 23:30:06,HP DeskJet Printer,26600.76
2025-08-17 23:30:06,Jump Rope Speed,36304.2
2026-01-19 23:30:06,Cuisinart Food Processor,10515.38
2025-09-30 23:30:06,Herschel Supply Co Backpack,12031.62
2025-09-06 23:30:06,Samsung Galaxy S24 Ultra 5G,64917.4
2026-01-09 23:30:06,iPad Pro 12.9 inch M2 Chip,59021.06
2026-01-29 23:30:06,Sapiens: A Brief History,58466.95
2025-10-15 23:30:06,Philips Air Fryer XXL,47595.05
2025-11-03 23:30:06,Herschel Supply Co Backpack,12886.57
2026-02-09 23:30:06,The Psychology of Money,47294.46
2026-02-07 23:30:06,Parker Jotter Ballpoint Pen,63589.83
2025-08-27 23:30:06,Dumbbells Set 20kg,34510.11
2025-09-22 23:30:06,Running Water Bottle,36321.57
2025-10-05 23:30:06,Under Armour Sports Backpack,70904.68
2026-01-06 23:30:06,Sapiens: A Brief History,57454.75
2025-08-23 23:30:06,Timex Weekender Watch,33588.85
2025-11-19 23:30:06,Moleskine Classic Notebook,36065.35
2025-10-27 23:30:06,Herschel Supply Co Backpack,12584.01
2025-08-24 23:30:06,Levi's 501 Original Jeans,15198.5
2025-09-27 23:30:06,The Psychology of Money,46550.29
2025-08-19 23:30:06,Cuisinart Food Processor,12410.2
2025-10-19 23:30:06,Resistance Bands Set,2344.76
2025-10-26 23:30:06,Fossil Gen 6 Smartwatch,23000.7
2025-08-22 23:30:06,Samsung Galaxy S24 Ultra 5G,70803.35
2025-09-09 23:30:06,Running Water Bottle,34462.62
2025-09-16 23:30:06,Ninja Professional Blender,14734.22
2025-08-19 23:30:06,Apple iPhone 15 Pro Max 256GB,67884.6
2025-11-12 23:30:06,Bose QuietComfort Earbuds II,32845.4
2026-02-03 23:30:06,Under Armour Sports Backpack,59027.85
2026-01-02 23:30:06,LG Washing Machine Front Load,40454.04
2026-01-15 23:30:06,Jump Rope Speed,43670.75
2026-01-12 23:30:06,MacBook Air M2 13 inch,45743.44
2026-01-22 23:30:06,iPad Pro 12.9 inch M2 Chip,61595.07
2025-12-12 23:30:06,Herschel Supply Co Backpack,12746.04
2026-02-04 23:30:06,Keurig K-Elite Coffee Maker,41208.23
2025-09-13 23:30:06,Cuisinart Food Processor,13106.97
2025-09-02 23:30:06,Samsung Smart Refrigerator,67689.81
2025-12-09 23:30:06,Wacom Drawing Tablet,36876.95
2025-11-24 23:30:06,Nike Air Max 270 Running Shoes,1740.74
2025-10-10 23:30:06,Instant Pot Duo Plus 9-in-1,36275.36
2025-12-07 23:30:06,Wacom Drawing Tablet,37391.41
2025-09-23 23:30:06,Dyson V15 Detect Vacuum,59200.82
2026-01-22 23:30:06,Timex Weekender Watch,30310.5
2025-10-09 23:30:06,Under Armour Sports Backpack,70637.64
2025-11-04 23:30:06,Gym Gloves Training,19605.57
2025-12-27 23:30:06,The North Face Jacket,17536.52
2025-08-31 23:30:06,Apple Watch Series 9,8067.3
2025-10-28 23:30:06,Bose QuietComfort Earbuds II,32936.02
2025-08-24 23:30:06,Philips Air Fryer XXL,45831.4
2025-12-16 23:30:06,Roomba i7+ Robot Vacuum,59014.63
2025-09-02 23:30:06,Resistance Bands Set,2420.06
2025-10-12 23:30:06,Boxing Gloves Professional,3668.2
2025-09-02 23:30:06,Kindle Paperwhite E-reader,26559.0
2025-12-26 23:30:06,Staedtler Pencil Set,27280.99
2026-01-10 23:30:06,Canon EOS R6 Camera,72104.38
2025-09-22 23:30:06,Under Armour Sports Backpack,68233.56
2026-02-07 23:30:06,Roomba i7+ Robot Vacuum,61975.16
2025-08-16 23:30:06,Bose QuietComfort Earbuds II,33043.77
2025-10-23 23:30:06,HP DeskJet Printer,27751.77
2025-12-23 23:30:06,Ray-Ban Aviator Sunglasses,64235.7
2025-08-28 23:30:06,Parker Jotter Ballpoint Pen,74885.1
2025-09-30 23:30:06,Ninja Professional Blender,15466.7
2025-08-25 23:30:06,Dyson V15 Detect Vacuum,53871.46
2025-11-23 23:30:06,Puma Running T-Shirt,85425.7
2025-10-19 23:30:06,Sapiens: A Brief History,69798.47
2025-08-15 23:30:06,The North Face Jacket,20518.59
2025-11-11 23:30:06,The North Face Jacket,18064.11
2025-11-02 23:30:06,Herschel Supply Co Backpack,13027.19
2025-10-02 23:30:06,Adidas Ultraboost 22 Sneakers,69392.86
2025-12-14 23:30:06,Boxing Gloves Professional,3477.39
2025-11-12 23:30:06,Yoga Mat Premium Non-Slip,35879.56
2025-11-22 23:30:06,Adidas Ultraboost 22 Sneakers,69159.03
2025-10-07 23:30:06,Nike Air Max 270 Running Shoes,1727.65
2025-11-06 23:30:06,Keurig K-Elite Coffee Maker,43368.16
2025-12-07 23:30:06,Leuchtturm1917 Bullet Journal,55853.14
2026-01-11 23:30:06,Dumbbells Set 20kg,27848.18
2025-12-12 23:30:06,Apple iPhone 15 Pro Max 256GB,77828.09
